"date","season","playoff","team1..Home.","team2..Away.","elo1_pre","elo2_pre","elo_prob1","elo_prob2","score1","score2","team_of_interest","b2b","days_rest","df2.playoff_prob","miles"
"2/22/2019",2019,"","DAL","DEN",1476.934278,1586.143967,0.486749296,0.513250704,104,114,"DAL",1,9,0.01,0
"2/23/2019",2019,"","UTA","DAL",1586.018327,1466.905669,0.779252196,0.220747804,125,109,"DAL",1,1,0.01,1000
"2/25/2019",2019,"","LAC","DAL",1513.689714,1461.624587,0.705859204,0.294140796,121,112,"DAL",0,2,0.01,580
"2/27/2019",2019,"","DAL","IND",1456.51941,1593.804113,0.446548031,0.553451969,110,101,"DAL",0,2,0.01,1239
"3/2/2019",2019,"","DAL","MEM",1467.625081,1374.142447,0.752832325,0.247167675,81,111,"DAL",0,3,0.01,0
"3/4/2019",2019,"","BRK","DAL",1430.90985,1428.674718,0.643023824,0.356976176,127,88,"DAL",0,2,0.01,1375
"3/6/2019",2019,"","WAS","DAL",1472.385908,1411.173624,0.716671892,0.283328108,132,123,"DAL",0,2,0.01,205
"3/8/2019",2019,"","ORL","DAL",1539.819571,1406.287988,0.793198786,0.206801214,111,106,"DAL",0,2,0.01,759
"3/10/2019",2019,"","DAL","HOU",1403.8355,1660.102914,0.289143486,0.710856514,93,94,"DAL",0,2,0.01,962
"3/12/2019",2019,"","DAL","SAS",1401.75785,1553.646742,0.425876173,0.574123827,105,112,"DAL",0,2,0.01,0
"3/14/2019",2019,"","DEN","DAL",1593.469462,1394.877855,0.84797826,0.15202174,100,99,"DAL",0,2,0.01,663
"3/16/2019",2019,"","DAL","CLE",1393.885892,1330.690882,0.718983696,0.281016304,121,116,"DAL",0,2,0.01,663
"3/18/2019",2019,"","DAL","NOP",1397.384378,1449.178319,0.568932322,0.431067678,125,129,"DAL",0,2,0.01,0
"3/20/2019",2019,"","POR","DAL",1640.696985,1389.899447,0.882814087,0.117185913,126,118,"DAL",1,2,0.01,1633
"3/21/2019",2019,"","SAC","DAL",1462.503771,1388.237826,0.731678519,0.268321481,116,100,"DAL",1,1,0.01,484
"3/23/2019",2019,"","GSW","DAL",1665.609996,1381.616485,0.901183503,0.098816497,91,126,"DAL",0,2,0,68
"3/26/2019",2019,"","DAL","SAC",1445.295701,1465.714404,0.612564955,0.387435045,121,125,"DAL",0,3,0,1475
"3/28/2019",2019,"","MIA","DAL",1503.727165,1437.0207,0.723049632,0.276950368,105,99,"DAL",0,2,0,1111
"3/31/2019",2019,"","OKC","DAL",1542.631234,1433.241544,0.769474077,0.230525923,103,106,"DAL",1,3,0,1228
"4/1/2019",2019,"","DAL","PHI",1443.576428,1623.876032,0.38645417,0.61354583,122,102,"DAL",1,1,0,191
"4/3/2019",2019,"","DAL","MIN",1465.056384,1465.394451,0.639616539,0.360383461,108,110,"DAL",0,2,0,0
"4/5/2019",2019,"","DAL","MEM",1458.339792,1417.955775,0.691707754,0.308292246,112,122,"DAL",0,2,0,0
"4/7/2019",2019,"","MEM","DAL",1434.128506,1442.167061,0.629336776,0.370663224,127,129,"DAL",0,2,0,420
"4/9/2019",2019,"","DAL","PHO",1448.731761,1285.795962,0.819591176,0.180408824,120,109,"DAL",1,2,0,420
"4/10/2019",2019,"","SAS","DAL",1573.958831,1452.014364,0.782043532,0.217956468,105,94,"DAL",1,1,0,253
"10/23/2019",2020,"","DAL","WAS",1462.203595,1434.800503,0.675548996,0.324451004,108,100,"DAL",0,196,0.59,253
"10/25/2019",2020,"","NOP","DAL",1413.722899,1467.550235,0.566059365,0.433940635,116,123,"DAL",0,2,0.59,443
"10/27/2019",2020,"","DAL","POR",1477.439785,1597.817894,0.470707127,0.529292873,119,121,"DAL",0,2,0.59,443
"10/29/2019",2020,"","DEN","DAL",1606.161356,1472.963966,0.792883044,0.207116956,106,109,"DAL",0,2,0.59,663
"11/1/2019",2020,"","DAL","LAL",1483.862604,1499.657471,0.618862687,0.381137313,110,119,"DAL",0,3,0.64,663
"11/3/2019",2020,"","CLE","DAL",1359.839121,1470.944585,0.484023393,0.515976607,111,131,"DAL",0,2,0.64,1026
"11/6/2019",2020,"","DAL","ORL",1486.661814,1502.612145,0.618651579,0.381348421,107,106,"DAL",0,3,0.64,1026
"11/8/2019",2020,"","DAL","NYK",1489.550342,1288.493022,0.849798974,0.150201026,102,106,"DAL",1,2,0.68,0
"11/9/2019",2020,"","MEM","DAL",1409.011781,1475.391316,0.548233281,0.451766719,122,138,"DAL",1,1,0.68,420
"11/11/2019",2020,"","BOS","DAL",1635.360618,1491.232145,0.803026175,0.196973825,116,106,"DAL",0,2,0.68,1136
"11/14/2019",2020,"","NYK","DAL",1276.148045,1487.811925,0.344616362,0.655383638,106,103,"DAL",0,3,0.8,188
"11/16/2019",2020,"","DAL","TOR",1479.765095,1686.52362,0.351021647,0.648978353,110,102,"DAL",0,2,0.8,1373
"11/18/2019",2020,"","DAL","SAS",1492.650116,1505.943323,0.622253546,0.377746454,117,110,"DAL",0,2,0.8,0
"11/20/2019",2020,"","DAL","GSW",1498.593626,1501.433279,0.636290539,0.363709461,142,94,"DAL",0,2,0.8,0
"11/22/2019",2020,"","DAL","CLE",1519.49959,1343.589185,0.830372278,0.169627722,143,101,"DAL",0,2,0.78,0
"11/24/2019",2020,"","HOU","DAL",1655.581695,1527.287422,0.78820969,0.21179031,123,137,"DAL",0,2,0.78,225
"11/26/2019",2020,"","DAL","LAC",1552.093255,1582.242786,0.599190091,0.400809909,99,114,"DAL",0,2,0.78,225
"11/29/2019",2020,"","PHO","DAL",1401.555711,1535.003953,0.452012273,0.547987727,113,120,"DAL",0,3,0.89,886
"12/1/2019",2020,"","LAL","DAL",1596.846816,1542.411094,0.708684483,0.291315517,100,114,"DAL",0,2,0.89,357
"12/3/2019",2020,"","NOP","DAL",1414.592645,1563.210596,0.43048628,0.56951372,97,118,"DAL",1,2,0.89,1671
"12/4/2019",2020,"","DAL","MIN",1577.255722,1479.167221,0.757732709,0.242267291,121,114,"DAL",1,1,0.89,443
"12/7/2019",2020,"","DAL","NOP",1580.774391,1388.817393,0.842989204,0.157010796,130,84,"DAL",1,3,0.98,0
"12/8/2019",2020,"","DAL","SAC",1588.410865,1445.3946,0.802011512,0.197988488,106,110,"DAL",1,1,0.98,0
"12/12/2019",2020,"","DET","DAL",1473.050152,1575.818268,0.356272222,0.643727778,111,122,"DAL",0,4,0.97,1000
"12/14/2019",2020,"","DAL","MIA",1583.068297,1588.271085,0.633136599,0.366863401,118,122,"DAL",0,2,0.97,1000
"12/16/2019",2020,"","MIL","DAL",1749.835754,1574.402743,0.829984846,0.170015154,116,120,"DAL",0,2,0.97,859
"12/18/2019",2020,"","DAL","BOS",1587.86803,1636.442127,0.573472048,0.426527952,103,109,"DAL",0,2,0.97,859
"12/20/2019",2020,"","PHI","DAL",1607.162748,1578.618491,0.676987159,0.323012841,98,117,"DAL",0,2,0.98,1299
"12/22/2019",2020,"","TOR","DAL",1650.477331,1602.475455,0.700979661,0.299020339,110,107,"DAL",0,2,0.98,336
"12/26/2019",2020,"","DAL","SAS",1599.485995,1475.132286,0.784398226,0.215601774,102,98,"DAL",0,4,0.99,1205
"12/28/2019",2020,"","GSW","DAL",1424.637412,1601.798102,0.390747164,0.609252836,121,141,"DAL",1,2,0.99,1475
"12/29/2019",2020,"","LAL","DAL",1621.953899,1613.854937,0.650734113,0.349265887,108,95,"DAL",1,1,0.99,344
"12/31/2019",2020,"","OKC","DAL",1550.631521,1605.977237,0.563911157,0.436088843,106,101,"DAL",0,2,0.99,1180
"1/2/2020",2020,"","DAL","BRK",1600.051097,1468.795994,0.79104094,0.20895906,123,111,"DAL",0,2,0.99,191
"1/4/2020",2020,"","DAL","CHO",1604.154867,1400.18375,0.851927374,0.148072626,120,123,"DAL",0,2,0.99,0
"1/6/2020",2020,"","DAL","CHI",1591.568572,1395.92222,0.84577975,0.15422025,118,110,"DAL",0,2,0.99,0
"1/8/2020",2020,"","DAL","DEN",1593.833342,1601.984186,0.62918598,0.37081402,106,107,"DAL",0,2,0.99,0
"1/10/2020",2020,"","DAL","LAL",1588.343743,1639.977757,0.569158087,0.430841913,114,129,"DAL",1,2,0.99,0
"1/11/2020",2020,"","DAL","PHI",1572.401206,1601.752347,0.600293343,0.399706657,109,91,"DAL",1,1,0.99,0
"1/14/2020",2020,"","GSW","DAL",1370.501859,1583.925337,0.342332268,0.657667732,97,124,"DAL",1,3,0.99,1475
"1/15/2020",2020,"","SAC","DAL",1433.99922,1596.642576,0.410813328,0.589186672,123,127,"DAL",1,1,0.99,68
"1/17/2020",2020,"","DAL","POR",1601.590863,1490.01396,0.771699866,0.228300134,120,112,"DAL",0,2,0.99,1440
"1/21/2020",2020,"","DAL","LAC",1605.136363,1612.026977,0.630876934,0.369123066,107,110,"DAL",0,4,0.99,0
"1/23/2020",2020,"","POR","DAL",1483.538709,1597.514658,0.479897834,0.520102166,125,133,"DAL",0,2,0.99,1633
"1/25/2020",2020,"","UTA","DAL",1656.527921,1606.132586,0.70385958,0.29614042,112,107,"DAL",0,2,0.99,635
"1/27/2020",2020,"","OKC","DAL",1598.564042,1602.412117,0.634946071,0.365053929,97,107,"DAL",1,2,0.99,862
"1/28/2020",2020,"","DAL","PHO",1616.688613,1407.638741,0.855577553,0.144422447,104,133,"DAL",1,1,0.99,191
"1/31/2020",2020,"","HOU","DAL",1597.026426,1568.194223,0.677349518,0.322650482,128,121,"DAL",1,3,0.99,225
"2/1/2020",2020,"","DAL","ATL",1563.272698,1354.680814,0.855251482,0.144748518,123,100,"DAL",1,1,0.99,225
"2/3/2020",2020,"","IND","DAL",1563.411204,1567.467768,0.634667841,0.365332159,103,112,"DAL",0,2,0.99,764
"2/5/2020",2020,"","DAL","MEM",1580.850449,1514.002764,0.72321239,0.27678761,107,121,"DAL",0,2,0.99,764
"2/7/2020",2020,"","WAS","DAL",1387.092383,1559.381331,0.397443504,0.602556496,119,118,"DAL",1,2,0.99,1183
"2/8/2020",2020,"","CHO","DAL",1343.195213,1554.211388,0.345458951,0.654541049,100,116,"DAL",1,1,0.99,330
"2/10/2020",2020,"","DAL","UTA",1563.132413,1613.348141,0.571158976,0.428841024,119,123,"DAL",0,2,0.99,929
"2/12/2020",2020,"","DAL","SAC",1555.608308,1477.802672,0.735659925,0.264340075,130,111,"DAL",0,2,0.99,0
"2/21/2020",2020,"","ORL","DAL",1465.38838,1562.924933,0.503545125,0.496454875,106,122,"DAL",1,9,0.99,962
"2/22/2020",2020,"","ATL","DAL",1351.893973,1577.111155,0.327215072,0.672784928,111,107,"DAL",1,1,0.99,402
"2/24/2020",2020,"","DAL","MIN",1567.653907,1368.314216,0.848532561,0.151467439,139,123,"DAL",0,2,0.99,720
"2/26/2020",2020,"","SAS","DAL",1521.712075,1571.089916,0.57233996,0.42766004,103,109,"DAL",0,2,0.99,253
"2/28/2020",2020,"","MIA","DAL",1543.208188,1580.31501,0.589534711,0.410465289,126,118,"DAL",0,2,0.99,1149
"3/1/2020",2020,"","MIN","DAL",1372.395588,1573.21858,0.358844287,0.641155713,91,111,"DAL",1,2,0.99,1516
"3/2/2020",2020,"","CHI","DAL",1342.888128,1584.09707,0.307280528,0.692719472,109,107,"DAL",1,1,0.99,355
"3/4/2020",2020,"","DAL","NOP",1576.550277,1529.371385,0.699985708,0.300014292,127,123,"DAL",0,2,0.99,806
"3/6/2020",2020,"","DAL","MEM",1579.945334,1574.130521,0.647739814,0.352260186,121,96,"DAL",0,2,0.99,0
"3/8/2020",2020,"","DAL","IND",1592.398173,1557.517679,0.684911167,0.315088833,109,112,"DAL",0,2,0.99,0
"3/10/2020",2020,"","SAS","DAL",1488.529677,1583.81372,0.506786391,0.493213609,119,109,"DAL",1,2,0.99,253
"3/11/2020",2020,"","DAL","DEN",1573.615531,1589.273109,0.619049081,0.380950919,1583.649745,1579.238895,"DAL",1,1,0.99,253
"3/14/2020",2020,"","DAL","PHO",1583.649745,1454.21805,0.78930064,0.21069936,NA,NA,"DAL",0,3,0.99,0
"3/16/2020",2020,"","LAC","DAL",1635.938245,1583.649745,0.7061261,0.2938739,NA,NA,"DAL",1,2,0.99,1239
"3/17/2020",2020,"","SAC","DAL",1508.860177,1583.649745,0.536217187,0.463782813,NA,NA,"DAL",1,1,0.99,362
"3/19/2020",2020,"","POR","DAL",1490.343597,1583.649745,0.509632035,0.490367965,NA,NA,"DAL",0,2,0.99,484
"3/21/2020",2020,"","PHO","DAL",1454.21805,1583.649745,0.457745409,0.542254591,NA,NA,"DAL",0,2,0.99,1007
"3/23/2020",2020,"","DAL","HOU",1583.649745,1563.652903,0.666135383,0.333864617,NA,NA,"DAL",0,2,0.99,886
"3/26/2020",2020,"","DAL","UTA",1583.649745,1573.891262,0.652902168,0.347097832,NA,NA,"DAL",0,3,0.99,0
"3/29/2020",2020,"","DAL","MIL",1583.649745,1715.566066,0.454197488,0.545802512,NA,NA,"DAL",0,3,0.99,0
"4/1/2020",2020,"","MIN","DAL",1355.731276,1583.649745,0.323801084,0.676198916,NA,NA,"DAL",0,3,0.99,865
"4/3/2020",2020,"","MEM","DAL",1553.140577,1583.649745,0.598692797,0.401307203,NA,NA,"DAL",0,2,0.99,701
"4/5/2020",2020,"","BRK","DAL",1477.77571,1583.649745,0.491547389,0.508452611,NA,NA,"DAL",0,2,0.99,957
"4/7/2020",2020,"","DAL","HOU",1583.649745,1563.652903,0.666135383,0.333864617,NA,NA,"DAL",0,2,0.99,1375
"4/11/2020",2020,"","DAL","DET",1583.649745,1341.081175,0.87782397,0.12217603,NA,NA,"DAL",0,4,0.99,0
"4/13/2020",2020,"","DEN","DAL",1579.238895,1583.649745,0.634194838,0.365805162,NA,NA,"DAL",0,2,0.99,663
"4/15/2020",2020,"","DAL","OKC",1583.649745,1608.420117,0.606603309,0.393396691,NA,NA,"DAL",0,2,0.99,663
"10/28/2015",2016,"","HOU","DEN",1617.226925,1443.02135,0.82898548,0.17101452,85,105,"DEN",0,-1631,0.05,225
"10/30/2015",2016,"","DEN","MIN",1477.810964,1330.082819,0.806283214,0.193716786,78,95,"DEN",0,2,0.05,879
"11/1/2015",2016,"","OKC","DEN",1574.993256,1448.352857,0.786616028,0.213383972,117,93,"DEN",0,2,0.05,505
"11/3/2015",2016,"","LAL","DEN",1320.435271,1441.625309,0.469542839,0.530457161,109,120,"DEN",0,2,0.07,1180
"11/5/2015",2016,"","DEN","UTA",1451.793552,1547.547392,0.506110412,0.493889588,84,96,"DEN",1,2,0.07,831
"11/6/2015",2016,"","GSW","DEN",1776.140183,1439.974986,0.924893306,0.075106694,119,104,"DEN",1,1,0.07,940
"11/9/2015",2016,"","DEN","POR",1438.475732,1535.457421,0.504343589,0.495656411,108,104,"DEN",0,3,0.08,940
"11/11/2015",2016,"","DEN","MIL",1444.730058,1423.1193,0.668198369,0.331801631,103,102,"DEN",0,2,0.08,0
"11/13/2015",2016,"","DEN","HOU",1447.174469,1559.303258,0.482552357,0.517447643,107,98,"DEN",1,2,0.08,0
"11/14/2015",2016,"","PHO","DEN",1494.431733,1457.346665,0.687643439,0.312356561,105,81,"DEN",1,1,0.08,586
"11/17/2015",2016,"","NOP","DEN",1458.820155,1446.862899,0.655764964,0.344235036,98,115,"DEN",1,3,0.11,1315
"11/18/2015",2016,"","SAS","DEN",1693.836386,1467.963381,0.867136695,0.132863305,109,98,"DEN",1,1,0.11,507
"11/20/2015",2016,"","DEN","PHO",1465.642436,1500.027222,0.593321034,0.406678966,107,114,"DEN",0,2,0.11,803
"11/22/2015",2016,"","DEN","GSW",1455.106438,1804.556073,0.192173682,0.807826318,105,118,"DEN",0,2,0.11,0
"11/24/2015",2016,"","DEN","LAC",1451.18056,1588.888125,0.445946518,0.554053482,94,111,"DEN",0,2,0.13,0
"11/27/2015",2016,"","DEN","SAS",1438.499129,1685.212752,0.300577051,0.699422949,80,91,"DEN",1,3,0.13,0
"11/28/2015",2016,"","DAL","DEN",1549.140896,1432.57493,0.7767201,0.2232799,92,81,"DEN",1,1,0.13,663
"11/30/2015",2016,"","MIL","DEN",1391.872,1428.383819,0.590363278,0.409636722,92,74,"DEN",0,2,0.07,859
"12/2/2015",2016,"","CHI","DEN",1570.058142,1416.509003,0.811463253,0.188536747,99,90,"DEN",1,2,0.07,82
"12/3/2015",2016,"","TOR","DEN",1566.14736,1413.457582,0.810705261,0.189294739,105,106,"DEN",1,1,0.07,436
"12/5/2015",2016,"","PHI","DEN",1257.381681,1421.671672,0.408520982,0.591479018,105,108,"DEN",0,2,0.07,336
"12/8/2015",2016,"","DEN","ORL",1426.016003,1448.864993,0.60923957,0.39076043,74,85,"DEN",0,3,0.08,1577
"12/11/2015",2016,"","DEN","MIN",1411.716294,1384.940767,0.674756685,0.325243315,111,108,"DEN",0,3,0.08,0
"12/14/2015",2016,"","DEN","HOU",1415.01805,1514.698306,0.500460149,0.499539851,114,108,"DEN",1,3,0.07,0
"12/15/2015",2016,"","MIN","DEN",1378.078503,1422.741687,0.578969451,0.421030549,100,112,"DEN",1,1,0.07,699
"12/18/2015",2016,"","UTA","DEN",1497.482747,1436.83983,0.716005905,0.283994095,97,88,"DEN",0,3,0.07,986
"12/20/2015",2016,"","DEN","NOP",1431.940734,1449.328101,0.61669807,0.38330193,125,130,"DEN",0,2,0.07,371
"12/22/2015",2016,"","DEN","LAL",1422.646613,1293.499843,0.789027742,0.210972258,107,111,"DEN",1,2,0.1,0
"12/23/2015",2016,"","PHO","DEN",1459.336903,1410.426192,0.702075105,0.297924895,96,104,"DEN",1,1,0.1,586
"12/26/2015",2016,"","SAS","DEN",1738.101332,1424.899038,0.91517955,0.08482045,101,86,"DEN",1,3,0.1,848
"12/27/2015",2016,"","OKC","DEN",1630.869921,1423.182504,0.854605739,0.145394261,122,112,"DEN",1,1,0.1,422
"12/29/2015",2016,"","DEN","CLE",1420.760916,1633.883104,0.342722851,0.657277149,87,93,"DEN",1,2,0.09,505
"12/30/2015",2016,"","POR","DEN",1514.400327,1415.900415,0.758167197,0.241832803,110,103,"DEN",1,1,0.09,982
"1/2/2016",2016,"","GSW","DEN",1790.488068,1412.389054,0.940035175,0.059964825,111,108,"DEN",1,3,0.09,534
"1/3/2016",2016,"","DEN","POR",1411.90407,1508.650468,0.504682173,0.495317827,106,112,"DEN",1,1,0.09,940
"1/6/2016",2016,"","MIN","DEN",1349.437004,1404.078561,0.564907707,0.435092293,74,78,"DEN",0,3,0.05,699
"1/8/2016",2016,"","MEM","DEN",1517.329815,1411.492975,0.765826276,0.234173724,91,84,"DEN",0,2,0.05,701
"1/10/2016",2016,"","DEN","CHO",1408.109957,1469.041923,0.555987646,0.444012354,95,92,"DEN",0,2,0.05,878
"1/13/2016",2016,"","DEN","GSW",1412.9241,1807.238097,0.155223307,0.844776693,112,110,"DEN",0,3,0.06,0
"1/15/2016",2016,"","DEN","MIA",1423.601892,1507.644483,0.522948423,0.477051577,95,98,"DEN",0,2,0.06,0
"1/17/2016",2016,"","DEN","IND",1417.679073,1540.816037,0.466752365,0.533247635,129,126,"DEN",0,2,0.06,0
"1/19/2016",2016,"","DEN","OKC",1423.753882,1643.873044,0.333708038,0.666291962,104,110,"DEN",0,2,0.07,0
"1/21/2016",2016,"","DEN","MEM",1419.045398,1515.818303,0.504644029,0.495355971,101,102,"DEN",0,2,0.07,0
"1/23/2016",2016,"","DEN","DET",1414.955386,1529.986169,0.478382449,0.521617551,104,101,"DEN",0,2,0.07,0
"1/25/2016",2016,"","DEN","ATL",1420.858699,1535.092903,0.479526787,0.520473213,105,119,"DEN",0,2,0.04,0
"1/27/2016",2016,"","BOS","DEN",1568.931435,1408.662536,0.817310072,0.182689928,111,103,"DEN",1,2,0.04,1767
"1/28/2016",2016,"","WAS","DEN",1474.982241,1405.916836,0.725760589,0.274239411,113,117,"DEN",1,1,0.04,394
"1/30/2016",2016,"","IND","DEN",1534.764784,1416.532597,0.778379107,0.221620893,109,105,"DEN",0,2,0.04,491
"2/1/2016",2016,"","DEN","TOR",1414.146033,1616.816974,0.356400521,0.643599479,112,93,"DEN",0,2,0.02,1000
"2/3/2016",2016,"","UTA","DEN",1515.215285,1436.314955,0.736883535,0.263116465,85,81,"DEN",0,2,0.02,371
"2/5/2016",2016,"","DEN","CHI",1433.403545,1534.75964,0.498048434,0.501951566,115,110,"DEN",0,2,0.02,371
"2/7/2016",2016,"","NYK","DEN",1406.170735,1440.476062,0.593431398,0.406568602,96,101,"DEN",1,2,0.02,1630
"2/8/2016",2016,"","BRK","DEN",1326.303961,1449.291777,0.466966063,0.533033937,105,104,"DEN",1,1,0.09,6
"2/10/2016",2016,"","DET","DEN",1506.50601,1444.902099,0.717129429,0.282870571,92,103,"DEN",0,2,0.09,485
"2/19/2016",2016,"","SAC","DEN",1457.19319,1463.040197,0.632274802,0.367725198,116,110,"DEN",0,9,0.09,2023
"2/21/2016",2016,"","DEN","BOS",1457.751515,1577.30065,0.471896186,0.528103814,101,121,"DEN",0,2,0.09,888
"2/23/2016",2016,"","DEN","SAC",1442.529997,1462.481872,0.613202529,0.386797471,110,114,"DEN",1,2,0.02,0
"2/24/2016",2016,"","LAC","DEN",1656.197208,1434.243077,0.864516081,0.135483919,81,87,"DEN",1,1,0.02,831
"2/26/2016",2016,"","DAL","DEN",1505.116136,1452.25153,0.706813809,0.293186191,122,116,"DEN",0,2,0.02,1239
"2/29/2016",2016,"","DEN","MEM",1448.211352,1532.697559,0.522311315,0.477688685,96,103,"DEN",0,3,0.02,663
"3/2/2016",2016,"","DEN","LAL",1439.312746,1273.06086,0.822396494,0.177603506,117,107,"DEN",0,2,0.02,0
"3/4/2016",2016,"","DEN","BRK",1442.351627,1337.830775,0.76446499,0.23553501,120,121,"DEN",0,2,0.02,0
"3/6/2016",2016,"","DEN","DAL",1434.962911,1511.365775,0.533906889,0.466093111,116,114,"DEN",0,2,0.02,0
"3/8/2016",2016,"","DEN","NYK",1439.383655,1379.366833,0.715272473,0.284727527,110,94,"DEN",0,2,0.01,0
"3/10/2016",2016,"","DEN","PHO",1446.480851,1316.776773,0.789561281,0.210438719,116,98,"DEN",0,2,0.01,0
"3/12/2016",2016,"","DEN","WAS",1451.895932,1483.380493,0.59734304,0.40265696,116,100,"DEN",0,2,0.01,0
"3/14/2016",2016,"","MIA","DEN",1553.318867,1462.629191,0.749828535,0.250171465,124,119,"DEN",1,2,0.02,1727
"3/15/2016",2016,"","ORL","DEN",1392.548133,1459.574143,0.547311422,0.452688578,116,110,"DEN",1,1,0.02,205
"3/17/2016",2016,"","ATL","DEN",1593.241384,1452.753042,0.799690671,0.200309329,116,98,"DEN",0,2,0.02,402
"3/19/2016",2016,"","CHO","DEN",1558.052633,1447.635909,0.770521114,0.229478886,93,101,"DEN",0,2,0.02,226
"3/21/2016",2016,"","CLE","DEN",1664.289708,1464.459478,0.848895128,0.151104872,124,91,"DEN",0,2,0.01,436
"3/23/2016",2016,"","DEN","PHI",1458.745809,1206.474688,0.883688798,0.116311202,104,103,"DEN",0,2,0.01,1225
"3/25/2016",2016,"","LAL","DEN",1290.107747,1459.47933,0.401472141,0.598527859,105,116,"DEN",0,2,0.01,831
"3/27/2016",2016,"","LAC","DEN",1606.462342,1467.855962,0.797949675,0.202050325,105,90,"DEN",1,2,0.01,0
"3/28/2016",2016,"","DEN","DAL",1463.287433,1474.650897,0.624861074,0.375138926,88,97,"DEN",1,1,0.01,831
"3/30/2016",2016,"","MEM","DEN",1482.476201,1450.194436,0.681673897,0.318326103,105,109,"DEN",1,2,0.01,878
"3/31/2016",2016,"","NOP","DEN",1430.56173,1459.8372,0.600397858,0.399602142,101,95,"DEN",1,1,0.01,360
"4/2/2016",2016,"","DEN","SAC",1453.988109,1427.368543,0.674559627,0.325440373,106,115,"DEN",0,2,0.01,1082
"4/5/2016",2016,"","DEN","OKC",1439.375855,1690.631475,0.29510922,0.70489078,102,124,"DEN",0,3,0,0
"4/8/2016",2016,"","DEN","SAS",1430.156593,1782.952557,0.189200952,0.810799048,102,98,"DEN",0,3,0,0
"4/10/2016",2016,"","DEN","UTA",1443.012016,1553.040595,0.485571721,0.514428279,84,100,"DEN",0,2,0,0
"4/13/2016",2016,"","POR","DEN",1582.70659,1429.467777,0.811189802,0.188810198,107,99,"DEN",0,3,0,982
"10/26/2016",2017,"","NOP","DEN",1406.924908,1446.212616,0.586493425,0.413506575,102,107,"DEN",0,196,0.45,2062
"10/29/2016",2017,"","DEN","POR",1454.888764,1576.825838,0.468471899,0.531528101,113,115,"DEN",0,3,0.45,1082
"10/31/2016",2017,"","TOR","DEN",1571.02305,1450.439659,0.780705097,0.219294903,105,102,"DEN",0,2,0.45,1344
"11/3/2016",2017,"","MIN","DEN",1446.350415,1448.355463,0.637401661,0.362598339,99,102,"DEN",0,3,0.46,692
"11/5/2016",2017,"","DET","DEN",1499.856983,1456.088651,0.695846599,0.304153401,103,86,"DEN",1,2,0.46,543
"11/6/2016",2017,"","BOS","DEN",1549.041948,1448.097583,0.760737804,0.239262196,107,123,"DEN",1,1,0.46,612
"11/8/2016",2017,"","MEM","DEN",1429.438229,1473.584546,0.579694556,0.420305444,108,107,"DEN",0,2,0.46,1136
"11/10/2016",2017,"","DEN","GSW",1470.332197,1676.475162,0.351829288,0.648170712,101,125,"DEN",0,2,0.57,878
"11/12/2016",2017,"","DEN","DET",1458.254162,1487.906152,0.599877736,0.400122264,95,106,"DEN",1,2,0.57,0
"11/13/2016",2017,"","POR","DEN",1565.69937,1444.255388,0.781552059,0.218447941,112,105,"DEN",1,1,0.57,982
"11/16/2016",2017,"","DEN","PHO",1441.133028,1356.878389,0.742815689,0.257184311,120,104,"DEN",0,3,0.39,982
"11/18/2016",2017,"","DEN","TOR",1447.435339,1594.258694,0.433020789,0.566979211,111,113,"DEN",0,2,0.39,0
"11/20/2016",2017,"","DEN","UTA",1443.401833,1546.755884,0.495173283,0.504826717,105,91,"DEN",0,2,0.39,0
"11/22/2016",2017,"","DEN","CHI",1456.422616,1548.218022,0.511805165,0.488194835,110,107,"DEN",1,2,0.39,0
"11/23/2016",2017,"","UTA","DEN",1533.735102,1461.845641,0.728984266,0.271015734,108,83,"DEN",1,1,0.46,371
"11/25/2016",2017,"","DEN","OKC",1452.710109,1599.648798,0.432857796,0.567142204,129,132,"DEN",0,2,0.46,371
"11/27/2016",2017,"","PHO","DEN",1362.661525,1448.04539,0.52102191,0.47897809,114,120,"DEN",0,2,0.46,586
"11/30/2016",2017,"","DEN","MIA",1456.198566,1507.322551,0.569877888,0.430122112,98,106,"DEN",0,3,0.47,586
"12/2/2016",2017,"","DEN","HOU",1445.429281,1587.791658,0.439335965,0.560664035,110,128,"DEN",1,2,0.47,0
"12/3/2016",2017,"","UTA","DEN",1571.047963,1432.485337,0.797909065,0.202090935,105,98,"DEN",1,1,0.47,371
"12/5/2016",2017,"","PHI","DEN",1262.261737,1429.629993,0.404246331,0.595753669,98,106,"DEN",0,2,0.47,1922
"12/7/2016",2017,"","BRK","DEN",1304.487135,1436.595164,0.453923927,0.546076073,116,111,"DEN",1,2,0.26,82
"12/8/2016",2017,"","WAS","DEN",1464.967352,1428.706651,0.686623259,0.313376741,92,85,"DEN",1,1,0.26,205
"12/10/2016",2017,"","ORL","DEN",1427.482393,1423.952198,0.644733242,0.355266758,113,121,"DEN",0,2,0.26,759
"12/12/2016",2017,"","DAL","DEN",1406.041267,1436.71689,0.598462562,0.401537438,112,92,"DEN",0,2,0.26,962
"12/15/2016",2017,"","DEN","POR",1424.25352,1526.198065,0.497201604,0.502798396,132,120,"DEN",0,3,0.18,663
"12/17/2016",2017,"","DEN","NYK",1435.973092,1463.675068,0.602569008,0.397430992,127,114,"DEN",0,2,0.18,0
