,player,date,season,game,opponent,age,df2.playoff_prob,oppo_playoff_prob,days_rest,miles,home,b2b,rest
11045,Rudy Gobert,2016-11-23,2017,16,DEN,24.410677618069816,86.0,46.0,3.0,371.0,1.0,0,0.0
11046,Rudy Gobert,2016-11-25,2017,17,ATL,24.416153319644078,86.0,73.0,2.0,0.0,1.0,0,0.0
11047,Rudy Gobert,2016-11-28,2017,18,MIN,24.42436687200548,86.0,32.0,3.0,986.0,0.0,0,0.0
11048,Rudy Gobert,2016-11-29,2017,19,HOU,24.42710472279261,86.0,89.0,1.0,986.0,1.0,1,0.0
11049,Rudy Gobert,2016-12-01,2017,20,MIA,24.43258042436687,96.0,14.0,2.0,0.0,1.0,0,0.0
11050,Rudy Gobert,2016-12-03,2017,21,DEN,24.438056125941138,96.0,47.0,2.0,0.0,1.0,0,0.0
11051,Rudy Gobert,2016-12-05,2017,22,LAL,24.443531827515397,96.0,18.0,2.0,580.0,0.0,0,0.0
11052,Rudy Gobert,2016-12-06,2017,23,PHX,24.44626967830253,96.0,2.0,1.0,580.0,1.0,1,0.0
11053,Rudy Gobert,2016-12-08,2017,24,GSW,24.4517453798768,97.0,99.9,2.0,0.0,1.0,0,0.0
11054,Rudy Gobert,2016-12-10,2017,25,SAC,24.45722108145106,97.0,11.0,2.0,0.0,1.0,0,0.0
11055,Rudy Gobert,2016-12-14,2017,26,OKC,24.46817248459959,97.0,87.0,4.0,0.0,1.0,0,0.0
11056,Rudy Gobert,2016-12-16,2017,27,DAL,24.473648186173854,97.0,4.0,2.0,0.0,1.0,0,0.0
11057,Rudy Gobert,2016-12-18,2017,28,MEM,24.479123887748123,97.0,86.0,2.0,1249.0,0.0,0,0.0
11058,Rudy Gobert,2016-12-20,2017,29,GSW,24.484599589322386,97.0,99.9,2.0,1793.0,0.0,0,0.0
11059,Rudy Gobert,2016-12-21,2017,30,SAC,24.487337440109517,99.9,23.0,1.0,592.0,1.0,1,0.0
11060,Rudy Gobert,2016-12-23,2017,31,TOR,24.492813141683783,99.9,99.9,2.0,0.0,1.0,0,0.0
11061,Rudy Gobert,2016-12-27,2017,32,LAL,24.50376454483231,99.9,6.0,4.0,580.0,0.0,0,0.0
11062,Rudy Gobert,2016-12-29,2017,33,PHI,24.50924024640657,98.0,0.1,2.0,580.0,1.0,0,0.0
11063,Rudy Gobert,2016-12-31,2017,34,PHX,24.51471594798084,98.0,0.1,2.0,0.0,1.0,0,0.0
11064,Rudy Gobert,2017-01-02,2017,35,BKN,24.52019164955509,98.0,0.1,2.0,1974.0,0.0,0,0.0
11065,Rudy Gobert,2017-01-03,2017,36,BOS,24.522929500342237,98.0,99.0,1.0,189.0,0.0,1,0.0
11066,Rudy Gobert,2017-01-05,2017,37,TOR,24.528405201916488,99.0,99.9,2.0,430.0,0.0,0,0.0
11067,Rudy Gobert,2017-01-07,2017,38,MIN,24.53388090349076,99.0,5.0,2.0,692.0,0.0,0,0.0
11068,Rudy Gobert,2017-01-08,2017,39,MEM,24.536618754277892,99.0,91.0,1.0,701.0,0.0,1,0.0
11069,Rudy Gobert,2017-01-10,2017,40,CLE,24.542094455852155,99.0,99.9,2.0,1249.0,1.0,0,0.0
11070,Rudy Gobert,2017-01-13,2017,41,DET,24.55030800821355,99.9,38.0,3.0,0.0,1.0,0,0.0
11071,Rudy Gobert,2017-01-14,2017,42,ORL,24.553045859000683,99.9,6.0,1.0,0.0,1.0,1,0.0
11072,Rudy Gobert,2017-01-16,2017,43,PHX,24.558521560574953,99.9,2.0,2.0,506.0,0.0,0,0.0
11073,Rudy Gobert,2017-01-20,2017,44,DAL,24.569472963723477,99.9,4.0,4.0,886.0,0.0,0,0.0
11074,Rudy Gobert,2017-01-21,2017,45,IND,24.57221081451061,99.9,63.0,1.0,1000.0,1.0,1,0.0
11075,Rudy Gobert,2017-01-23,2017,46,OKC,24.577686516084874,99.9,96.0,2.0,0.0,1.0,0,0.0
11076,Rudy Gobert,2017-01-24,2017,47,DEN,24.580424366872005,99.9,32.0,1.0,371.0,0.0,1,0.0
11077,Rudy Gobert,2017-01-26,2017,48,LAL,24.585900068446268,99.9,0.1,2.0,371.0,1.0,0,0.0
11078,Rudy Gobert,2017-01-28,2017,49,MEM,24.591375770020534,99.9,95.0,2.0,0.0,1.0,0,0.0
11079,Rudy Gobert,2017-02-01,2017,50,MIL,24.602327173169066,99.9,35.0,4.0,0.0,1.0,0,0.0
11080,Rudy Gobert,2017-02-04,2017,51,CHA,24.610540725530463,99.9,66.0,3.0,0.0,1.0,0,0.0
11081,Rudy Gobert,2017-02-06,2017,52,ATL,24.61601642710472,99.9,94.0,2.0,1582.0,0.0,0,0.0
11082,Rudy Gobert,2017-02-08,2017,53,NOP,24.62149212867899,99.9,1.0,2.0,425.0,0.0,0,0.0
11083,Rudy Gobert,2017-02-09,2017,54,DAL,24.62422997946612,99.9,6.0,1.0,443.0,0.0,1,0.0
11084,Rudy Gobert,2017-02-11,2017,55,BOS,24.629705681040388,99.9,99.9,2.0,1000.0,1.0,0,0.0
11085,Rudy Gobert,2017-02-13,2017,56,LAC,24.63518138261465,99.9,99.9,2.0,0.0,1.0,0,0.0
11086,Rudy Gobert,2017-02-15,2017,57,POR,24.640657084188913,99.9,19.0,2.0,0.0,1.0,0,0.0
11087,Rudy Gobert,2017-02-24,2017,58,MIL,24.665297741273104,99.9,36.0,9.0,1241.0,0.0,0,0.0
11088,Rudy Gobert,2017-02-26,2017,59,WAS,24.67077344284737,99.9,99.9,2.0,635.0,0.0,0,0.0
11089,Rudy Gobert,2017-02-28,2017,60,OKC,24.67624914442163,99.9,99.9,2.0,1151.0,0.0,0,0.0
11090,Rudy Gobert,2017-03-01,2017,61,MIN,24.678986995208763,99.9,3.0,1.0,862.0,1.0,1,0.0
11091,Rudy Gobert,2017-03-03,2017,62,BKN,24.684462696783022,99.9,0.1,2.0,0.0,1.0,0,0.0
11092,Rudy Gobert,2017-03-05,2017,63,SAC,24.68993839835729,99.9,7.0,2.0,533.0,0.0,0,0.0
11093,Rudy Gobert,2017-03-06,2017,64,NOP,24.692676249144426,99.9,0.1,1.0,533.0,1.0,1,0.0
11094,Rudy Gobert,2017-03-08,2017,65,HOU,24.698151950718685,99.9,99.9,2.0,1200.0,0.0,0,0.0
11095,Rudy Gobert,2017-03-11,2017,66,OKC,24.70636550308008,99.9,98.0,3.0,414.0,0.0,0,1.0
11096,Rudy Gobert,2017-03-13,2017,67,LAC,24.711841204654345,99.9,99.9,2.0,862.0,1.0,0,0.0
11097,Rudy Gobert,2017-03-15,2017,68,DET,24.71731690622861,99.9,63.0,2.0,1490.0,0.0,0,0.0
11098,Rudy Gobert,2017-03-16,2017,69,CLE,24.72005475701575,99.9,99.9,1.0,90.0,0.0,1,0.0
11099,Rudy Gobert,2017-03-18,2017,70,CHI,24.72553045859001,99.9,52.0,2.0,308.0,0.0,0,0.0
11100,Rudy Gobert,2017-03-20,2017,71,IND,24.73100616016427,99.9,71.0,2.0,165.0,0.0,0,0.0
11101,Rudy Gobert,2017-03-22,2017,72,NYK,24.736481861738532,99.9,0.1,2.0,1355.0,1.0,0,0.0
11102,Rudy Gobert,2017-03-25,2017,73,LAC,24.744695414099933,99.9,99.9,3.0,580.0,0.0,0,0.0
11103,Rudy Gobert,2017-03-27,2017,74,NOP,24.750171115674195,99.9,2.0,2.0,580.0,1.0,0,0.0
11104,Rudy Gobert,2017-03-29,2017,75,SAC,24.755646817248458,100.0,0.1,2.0,533.0,0.0,0,0.0
11105,Rudy Gobert,2017-03-31,2017,76,WAS,24.761122518822727,100.0,100.0,2.0,533.0,1.0,0,0.0
11106,Rudy Gobert,2017-04-02,2017,77,SAS,24.766598220396986,100.0,100.0,2.0,1088.0,0.0,0,0.0
11107,Rudy Gobert,2017-04-04,2017,78,POR,24.77207392197125,100.0,92.0,2.0,1088.0,1.0,0,0.0
11108,Rudy Gobert,2017-04-07,2017,79,MIN,24.780287474332646,100.0,0.0,3.0,0.0,1.0,0,0.0
11109,Rudy Gobert,2017-04-08,2017,80,POR,24.78302532511978,100.0,89.0,1.0,635.0,0.0,1,0.0
11110,Rudy Gobert,2017-04-10,2017,81,GSW,24.78850102669405,100.0,100.0,2.0,534.0,0.0,0,0.0
11111,Rudy Gobert,2017-04-12,2017,82,SAS,24.79397672826831,100.0,100.0,2.0,592.0,1.0,0,0.0
11112,Rudy Gobert,2017-10-18,2018,1,DEN,25.31143052703628,67.0,76.0,10.0,0.0,1.0,0,0.0
11113,Rudy Gobert,2017-10-20,2018,2,MIN,25.316906228610538,69.0,76.0,2.0,986.0,0.0,0,0.0
11114,Rudy Gobert,2017-10-21,2018,3,OKC,25.319644079397673,69.0,94.0,1.0,986.0,1.0,1,0.0
11115,Rudy Gobert,2017-10-24,2018,4,LAC,25.32785763175907,69.0,72.0,3.0,580.0,0.0,0,0.0
11116,Rudy Gobert,2017-10-25,2018,5,PHX,25.3305954825462,69.0,3.0,1.0,357.0,0.0,1,0.0
11117,Rudy Gobert,2017-10-28,2018,6,LAL,25.3388090349076,61.0,8.0,3.0,506.0,1.0,0,0.0
11118,Rudy Gobert,2017-10-30,2018,7,DAL,25.344284736481857,61.0,2.0,2.0,0.0,1.0,0,0.0
11119,Rudy Gobert,2017-11-01,2018,8,POR,25.34976043805613,61.0,65.0,2.0,0.0,1.0,0,0.0
11120,Rudy Gobert,2017-11-03,2018,9,TOR,25.35523613963039,73.0,86.0,2.0,0.0,1.0,0,0.0
11121,Rudy Gobert,2017-11-05,2018,10,HOU,25.360711841204647,73.0,95.0,2.0,1200.0,0.0,0,0.0
11122,Rudy Gobert,2017-11-07,2018,11,PHI,25.36618754277892,73.0,58.0,2.0,1200.0,1.0,0,0.0
11123,Rudy Gobert,2017-11-10,2018,12,MIA,25.374401095140314,50.0,49.0,3.0,0.0,1.0,0,0.0
11124,Rudy Gobert,2017-11-11,2018,13,BKN,25.377138945927445,50.0,7.0,1.0,0.0,1.0,1,1.0
11125,Rudy Gobert,2017-11-13,2018,14,MIN,25.38261464750171,50.0,82.0,2.0,0.0,1.0,0,1.0
11126,Rudy Gobert,2017-11-15,2018,15,NYK,25.388090349075977,50.0,32.0,2.0,1970.0,0.0,0,1.0
11127,Rudy Gobert,2017-11-17,2018,16,BKN,25.39356605065024,32.0,4.0,2.0,6.0,0.0,0,1.0
11128,Rudy Gobert,2017-11-18,2018,17,ORL,25.396303901437374,32.0,58.0,1.0,939.0,0.0,1,1.0
11129,Rudy Gobert,2017-11-20,2018,18,PHI,25.40177960301164,32.0,74.0,2.0,865.0,0.0,0,1.0
11130,Rudy Gobert,2017-11-22,2018,19,CHI,25.4072553045859,32.0,2.0,2.0,1922.0,1.0,0,1.0
11131,Rudy Gobert,2017-11-25,2018,20,MIL,25.4154688569473,46.0,51.0,3.0,0.0,1.0,0,1.0
11132,Rudy Gobert,2017-11-28,2018,21,DEN,25.42368240930869,46.0,80.0,3.0,0.0,1.0,0,1.0
11133,Rudy Gobert,2017-11-30,2018,22,LAC,25.429158110882955,46.0,32.0,2.0,580.0,0.0,0,1.0
11134,Rudy Gobert,2017-12-01,2018,23,NOP,25.43189596167009,71.0,60.0,1.0,580.0,1.0,1,1.0
11135,Rudy Gobert,2017-12-04,2018,24,WAS,25.440109514031487,71.0,71.0,3.0,0.0,1.0,0,0.0
11136,Rudy Gobert,2017-12-05,2018,25,OKC,25.442847364818622,71.0,79.0,1.0,862.0,0.0,1,0.0
11137,Rudy Gobert,2017-12-07,2018,26,HOU,25.44832306639288,71.0,99.9,2.0,862.0,1.0,0,0.0
11138,Rudy Gobert,2017-12-09,2018,27,MIL,25.453798767967147,81.0,72.0,2.0,1241.0,0.0,0,0.0
11139,Rudy Gobert,2017-12-13,2018,28,CHI,25.464750171115675,81.0,0.1,4.0,82.0,0.0,0,0.0
11140,Rudy Gobert,2017-12-15,2018,29,BOS,25.470225872689934,68.0,99.9,2.0,850.0,0.0,0,0.0
11141,Rudy Gobert,2017-12-16,2018,30,CLE,25.47296372347707,68.0,99.9,1.0,550.0,0.0,1,1.0
11142,Rudy Gobert,2017-12-18,2018,31,HOU,25.478439425051327,68.0,99.9,2.0,1115.0,0.0,0,1.0
11143,Rudy Gobert,2017-12-20,2018,32,OKC,25.4839151266256,68.0,83.0,2.0,414.0,0.0,0,1.0
11144,Rudy Gobert,2017-12-21,2018,33,SAS,25.486652977412728,68.0,98.0,1.0,862.0,1.0,1,1.0
11145,Rudy Gobert,2017-12-23,2018,34,OKC,25.492128678986997,72.0,88.0,2.0,0.0,1.0,0,1.0
11146,Rudy Gobert,2017-12-26,2018,35,DEN,25.50034223134839,72.0,79.0,3.0,371.0,0.0,0,1.0
11147,Rudy Gobert,2017-12-27,2018,36,GSW,25.50308008213552,72.0,99.9,1.0,940.0,0.0,1,1.0
11148,Rudy Gobert,2017-12-30,2018,37,CLE,25.511293634496923,44.0,99.9,3.0,592.0,1.0,0,1.0
11149,Rudy Gobert,2018-01-03,2018,38,NOP,25.52224503764545,44.0,78.0,4.0,0.0,1.0,0,1.0
11150,Rudy Gobert,2018-01-05,2018,39,DEN,25.527720739219713,41.0,93.0,2.0,371.0,0.0,0,1.0
11151,Rudy Gobert,2018-01-07,2018,40,MIA,25.533196440793976,41.0,69.0,2.0,1727.0,0.0,0,1.0
11152,Rudy Gobert,2018-01-10,2018,41,WAS,25.54140999315537,41.0,88.0,3.0,928.0,0.0,0,1.0
11153,Rudy Gobert,2018-01-12,2018,42,CHA,25.546885694729642,37.0,29.0,2.0,330.0,0.0,0,1.0
11154,Rudy Gobert,2018-01-15,2018,43,IND,25.555099247091032,37.0,44.0,3.0,1726.0,1.0,0,1.0
11155,Rudy Gobert,2018-01-17,2018,44,SAC,25.560574948665295,37.0,0.1,2.0,533.0,0.0,0,1.0
11156,Rudy Gobert,2018-01-19,2018,45,NYK,25.566050650239557,19.0,10.0,2.0,533.0,1.0,0,0.0
11157,Rudy Gobert,2018-01-20,2018,46,LAC,25.56878850102669,19.0,77.0,1.0,0.0,1.0,1,0.0
11158,Rudy Gobert,2018-01-22,2018,47,ATL,25.57426420260096,19.0,0.1,2.0,1582.0,0.0,0,0.0
11159,Rudy Gobert,2018-01-24,2018,48,DET,25.579739904175224,19.0,70.0,2.0,598.0,0.0,0,0.0
11160,Rudy Gobert,2018-01-26,2018,49,TOR,25.58521560574949,16.0,99.9,2.0,207.0,0.0,0,0.0
11161,Rudy Gobert,2018-01-30,2018,50,GSW,25.59616700889801,16.0,99.9,4.0,1667.0,1.0,0,0.0
11162,Rudy Gobert,2018-02-02,2018,51,PHX,25.604380561259408,38.0,0.1,3.0,506.0,0.0,0,0.0
11163,Rudy Gobert,2018-02-03,2018,52,SAS,25.607118412046546,38.0,98.0,1.0,848.0,0.0,1,0.0
11164,Rudy Gobert,2018-02-05,2018,53,NOP,25.612594113620812,38.0,65.0,2.0,507.0,0.0,0,0.0
11165,Rudy Gobert,2018-02-07,2018,54,MEM,25.61806981519507,38.0,0.1,2.0,360.0,0.0,0,0.0
11166,Rudy Gobert,2018-02-09,2018,55,CHA,25.623545516769337,78.0,19.0,2.0,1249.0,1.0,0,0.0
11167,Rudy Gobert,2018-02-11,2018,56,POR,25.629021218343603,78.0,71.0,2.0,635.0,0.0,0,0.0
11168,Rudy Gobert,2018-02-12,2018,57,SAS,25.63175906913073,78.0,96.0,1.0,635.0,1.0,1,0.0
11169,Rudy Gobert,2018-02-14,2018,58,PHX,25.637234770705,78.0,0.1,2.0,0.0,1.0,0,0.0
11170,Rudy Gobert,2018-02-23,2018,59,POR,25.661875427789184,85.0,63.0,9.0,0.0,1.0,0,0.0
11171,Rudy Gobert,2018-02-24,2018,60,DAL,25.664613278576322,85.0,0.1,1.0,0.0,1.0,1,0.0
11172,Rudy Gobert,2018-02-26,2018,61,HOU,25.67008898015058,85.0,99.9,2.0,0.0,1.0,0,0.0
11173,Rudy Gobert,2018-03-02,2018,62,MIN,25.68104038329911,54.0,96.0,4.0,0.0,1.0,0,0.0
11174,Rudy Gobert,2018-03-03,2018,63,SAC,25.683778234086247,54.0,0.1,1.0,533.0,0.0,1,0.0
11175,Rudy Gobert,2018-03-05,2018,64,ORL,25.689253935660506,54.0,0.1,2.0,533.0,1.0,0,0.0
11176,Rudy Gobert,2018-03-07,2018,65,IND,25.69472963723477,54.0,84.0,2.0,1355.0,0.0,0,0.0
11177,Rudy Gobert,2018-03-09,2018,66,MEM,25.700205338809038,81.0,0.1,2.0,384.0,0.0,0,0.0
11178,Rudy Gobert,2018-03-11,2018,67,NOP,25.7056810403833,81.0,94.0,2.0,360.0,0.0,0,0.0
11179,Rudy Gobert,2018-03-13,2018,68,DET,25.711156741957563,81.0,3.0,2.0,1434.0,1.0,0,0.0
11180,Rudy Gobert,2018-03-15,2018,69,PHX,25.71663244353183,81.0,0.0,2.0,0.0,1.0,0,0.0
11181,Rudy Gobert,2018-03-17,2018,70,SAC,25.72210814510609,93.0,0.0,2.0,0.0,1.0,0,0.0
11182,Rudy Gobert,2018-03-20,2018,71,ATL,25.730321697467488,93.0,0.0,3.0,0.0,1.0,0,0.0
11183,Rudy Gobert,2018-03-22,2018,72,DAL,25.735797399041747,93.0,0.0,2.0,1000.0,0.0,0,0.0
11184,Rudy Gobert,2018-03-23,2018,73,SAS,25.738535249828885,88.0,91.0,1.0,253.0,0.0,1,0.0
11185,Rudy Gobert,2018-03-25,2018,74,GSW,25.74401095140315,88.0,100.0,2.0,1482.0,0.0,0,0.0
11186,Rudy Gobert,2018-03-28,2018,75,BOS,25.75222450376455,88.0,100.0,3.0,592.0,1.0,0,0.0
11187,Rudy Gobert,2018-03-30,2018,76,MEM,25.757700205338807,87.0,0.0,2.0,0.0,1.0,0,0.0
11188,Rudy Gobert,2018-04-01,2018,77,MIN,25.763175906913077,87.0,88.0,2.0,986.0,0.0,0,0.0
11189,Rudy Gobert,2018-04-03,2018,78,LAL,25.76865160848734,87.0,0.0,2.0,986.0,1.0,0,0.0
11190,Rudy Gobert,2018-04-05,2018,79,LAC,25.7741273100616,87.0,39.0,2.0,0.0,1.0,0,0.0
11191,Rudy Gobert,2018-04-08,2018,80,LAL,25.782340862423002,99.9,0.0,3.0,580.0,0.0,0,0.0
11192,Rudy Gobert,2018-04-10,2018,81,GSW,25.787816563997264,99.9,100.0,2.0,580.0,1.0,0,0.0
11193,Rudy Gobert,2018-04-11,2018,82,POR,25.790554414784392,99.9,100.0,1.0,635.0,0.0,1,0.0
11194,Rudy Gobert,2018-10-17,2019,1,SAC,26.308008213552366,98.0,0.1,10.0,533.0,0.0,0,0.0
11195,Rudy Gobert,2018-10-19,2019,2,GSW,26.313483915126625,98.0,99.9,2.0,533.0,1.0,0,0.0
11196,Rudy Gobert,2018-10-22,2019,3,MEM,26.321697467488022,98.0,12.0,3.0,0.0,1.0,0,0.0
11197,Rudy Gobert,2018-10-24,2019,4,HOU,26.327173169062284,98.0,98.0,2.0,1200.0,0.0,0,0.0
11198,Rudy Gobert,2018-10-27,2019,5,NOP,26.335386721423678,97.0,85.0,3.0,318.0,0.0,0,0.0
11199,Rudy Gobert,2018-10-28,2019,6,DAL,26.338124572210816,97.0,1.0,1.0,443.0,0.0,1,0.0
11200,Rudy Gobert,2018-10-31,2019,7,MIN,26.34633812457221,97.0,61.0,3.0,865.0,0.0,0,0.0
11201,Rudy Gobert,2018-11-02,2019,8,MEM,26.35181382614648,98.0,12.0,2.0,986.0,1.0,0,0.0
11202,Rudy Gobert,2018-11-03,2019,9,DEN,26.354551676933607,98.0,97.0,1.0,371.0,0.0,1,0.0
11203,Rudy Gobert,2018-11-05,2019,10,TOR,26.360027378507876,98.0,99.9,2.0,371.0,1.0,0,0.0
11204,Rudy Gobert,2018-11-07,2019,11,DAL,26.36550308008213,98.0,0.1,2.0,0.0,1.0,0,0.0
11205,Rudy Gobert,2018-11-09,2019,12,BOS,26.370978781656397,93.0,99.9,2.0,0.0,1.0,0,0.0
11206,Rudy Gobert,2018-11-12,2019,13,MEM,26.379192334017798,93.0,13.0,3.0,1249.0,0.0,0,0.0
11207,Rudy Gobert,2018-11-14,2019,14,DAL,26.38466803559206,93.0,0.1,2.0,420.0,0.0,0,0.0
11208,Rudy Gobert,2018-11-16,2019,15,PHI,26.390143737166323,90.0,99.9,2.0,1299.0,0.0,0,0.0
11209,Rudy Gobert,2018-11-17,2019,16,BOS,26.392881587953454,90.0,99.9,1.0,271.0,0.0,1,0.0
11210,Rudy Gobert,2018-11-19,2019,17,IND,26.398357289527716,90.0,91.0,2.0,806.0,0.0,0,0.0
11211,Rudy Gobert,2018-11-21,2019,18,SAC,26.403832991101986,90.0,0.1,2.0,1355.0,1.0,0,0.0
11212,Rudy Gobert,2018-11-23,2019,19,LAL,26.409308692676248,86.0,65.0,2.0,580.0,0.0,0,0.0
11213,Rudy Gobert,2018-11-25,2019,20,SAC,26.414784394250518,86.0,0.1,2.0,362.0,0.0,0,0.0
11214,Rudy Gobert,2018-11-26,2019,21,IND,26.417522245037645,86.0,95.0,1.0,533.0,1.0,1,0.0
11215,Rudy Gobert,2018-11-28,2019,22,BKN,26.42299794661191,86.0,43.0,2.0,1974.0,0.0,0,0.0
11216,Rudy Gobert,2018-11-30,2019,23,CHA,26.428473648186174,72.0,81.0,2.0,394.0,0.0,0,0.0
11217,Rudy Gobert,2018-12-02,2019,24,MIA,26.433949349760443,72.0,18.0,2.0,656.0,0.0,0,0.0
11218,Rudy Gobert,2018-12-04,2019,25,SAS,26.439425051334705,72.0,4.0,2.0,2090.0,1.0,0,0.0
11219,Rudy Gobert,2018-12-06,2019,26,HOU,26.444900752908968,72.0,95.0,2.0,0.0,1.0,0,0.0
11220,Rudy Gobert,2018-12-09,2019,27,SAS,26.453114305270358,80.0,0.1,3.0,1088.0,0.0,0,0.0
11221,Rudy Gobert,2018-12-10,2019,28,OKC,26.455852156057496,80.0,98.0,1.0,422.0,0.0,1,0.0
11222,Rudy Gobert,2018-12-12,2019,29,MIA,26.46132785763176,80.0,17.0,2.0,862.0,1.0,0,0.0
11223,Rudy Gobert,2018-12-15,2019,30,ORL,26.46954140999316,87.0,31.0,3.0,1918.0,0.0,0,0.0
11224,Rudy Gobert,2018-12-17,2019,31,HOU,26.47501711156742,87.0,89.0,2.0,849.0,0.0,0,0.0
11225,Rudy Gobert,2018-12-19,2019,32,GSW,26.480492813141684,87.0,99.9,2.0,1200.0,1.0,0,0.0
11226,Rudy Gobert,2018-12-21,2019,33,POR,26.48596851471595,85.0,65.0,2.0,635.0,0.0,0,0.0
11227,Rudy Gobert,2018-12-22,2019,34,OKC,26.488706365503077,85.0,99.9,1.0,635.0,1.0,1,0.0
11228,Rudy Gobert,2018-12-25,2019,35,POR,26.49691991786448,85.0,65.0,3.0,0.0,1.0,0,0.0
11229,Rudy Gobert,2018-12-27,2019,36,PHI,26.50239561943874,85.0,99.9,2.0,0.0,1.0,0,0.0
11230,Rudy Gobert,2018-12-29,2019,37,NYK,26.507871321013013,88.0,0.1,2.0,0.0,1.0,0,0.0
11231,Rudy Gobert,2019-01-01,2019,38,TOR,26.5160848733744,88.0,99.9,3.0,1667.0,0.0,0,0.0
11232,Rudy Gobert,2019-01-04,2019,39,CLE,26.524298425735804,90.0,0.1,3.0,190.0,0.0,0,0.0
11233,Rudy Gobert,2019-01-05,2019,40,DET,26.52703627652293,90.0,73.0,1.0,90.0,0.0,1,0.0
11234,Rudy Gobert,2019-01-07,2019,41,MIL,26.532511978097194,90.0,99.9,2.0,252.0,0.0,0,0.0
11235,Rudy Gobert,2019-01-09,2019,42,ORL,26.537987679671453,90.0,28.0,2.0,1241.0,1.0,0,0.0
11236,Rudy Gobert,2019-01-11,2019,43,LAL,26.54346338124572,90.0,45.0,2.0,0.0,1.0,0,0.0
11237,Rudy Gobert,2019-01-12,2019,44,CHI,26.546201232032853,90.0,0.1,1.0,0.0,1.0,1,0.0
11238,Rudy Gobert,2019-01-14,2019,45,DET,26.55167693360712,90.0,54.0,2.0,0.0,1.0,0,0.0
11239,Rudy Gobert,2019-01-16,2019,46,LAC,26.557152635181378,90.0,55.0,2.0,580.0,0.0,0,0.0
11240,Rudy Gobert,2019-01-18,2019,47,CLE,26.562628336755647,97.0,0.1,2.0,580.0,1.0,0,0.0
11241,Rudy Gobert,2019-01-21,2019,48,POR,26.570841889117045,97.0,80.0,3.0,0.0,1.0,0,0.0
11242,Rudy Gobert,2019-01-23,2019,49,DEN,26.57631759069131,97.0,99.9,2.0,0.0,1.0,0,0.0
11243,Rudy Gobert,2019-01-25,2019,50,MIN,26.581793292265573,98.0,26.0,2.0,0.0,1.0,0,0.0
11244,Rudy Gobert,2019-01-27,2019,51,MIN,26.587268993839835,98.0,26.0,2.0,986.0,0.0,0,0.0
11245,Rudy Gobert,2019-01-30,2019,52,POR,26.59548254620123,98.0,93.0,3.0,1425.0,0.0,0,0.0
11246,Rudy Gobert,2019-02-01,2019,53,ATL,26.600958247775488,99.9,0.1,2.0,635.0,1.0,0,0.0
11247,Rudy Gobert,2019-02-02,2019,54,HOU,26.603696098562626,99.9,98.0,1.0,0.0,1.0,1,0.0
11248,Rudy Gobert,2019-02-06,2019,55,PHX,26.614647501711158,99.9,0.1,4.0,0.0,1.0,0,0.0
11249,Rudy Gobert,2019-02-09,2019,56,SAS,26.622861054072555,99.0,86.0,3.0,0.0,1.0,0,0.0
11250,Rudy Gobert,2019-02-12,2019,57,GSW,26.63107460643395,99.0,99.9,3.0,592.0,0.0,0,0.0
11251,Rudy Gobert,2019-02-22,2019,58,OKC,26.658453114305267,99.9,99.9,10.0,1379.0,0.0,0,0.0
11252,Rudy Gobert,2019-02-23,2019,59,DAL,26.6611909650924,99.9,0.1,1.0,862.0,1.0,1,0.0
11253,Rudy Gobert,2019-02-27,2019,60,LAC,26.67214236824093,99.9,59.0,4.0,0.0,1.0,0,0.0
11254,Rudy Gobert,2019-02-28,2019,61,DEN,26.674880219028058,99.9,99.9,1.0,371.0,0.0,1,0.0
11255,Rudy Gobert,2019-03-02,2019,62,MIL,26.680355920602327,99.9,100.0,2.0,371.0,1.0,0,0.0
11256,Rudy Gobert,2019-03-04,2019,63,NOP,26.68583162217659,99.9,0.1,2.0,0.0,1.0,0,0.0
11257,Rudy Gobert,2019-03-06,2019,64,NOP,26.691307323750852,99.9,0.1,2.0,1434.0,0.0,0,0.0
11258,Rudy Gobert,2019-03-08,2019,65,MEM,26.69678302532512,99.9,0.1,2.0,360.0,0.0,0,0.0
11259,Rudy Gobert,2019-03-11,2019,66,OKC,26.704996577686515,99.9,99.9,3.0,1249.0,1.0,0,0.0
11260,Rudy Gobert,2019-03-13,2019,67,PHX,26.710472279260784,99.9,0.0,2.0,506.0,0.0,0,0.0
11261,Rudy Gobert,2019-03-14,2019,68,MIN,26.71321013004791,99.9,0.1,1.0,506.0,1.0,1,0.0
11262,Rudy Gobert,2019-03-16,2019,69,BKN,26.718685831622174,99.9,86.0,2.0,0.0,1.0,0,0.0
11263,Rudy Gobert,2019-03-18,2019,70,WAS,26.72416153319644,99.9,11.0,2.0,1817.0,0.0,0,0.0
11264,Rudy Gobert,2019-03-20,2019,71,NYK,26.729637234770703,99.9,0.0,2.0,206.0,0.0,0,0.0
11265,Rudy Gobert,2019-03-21,2019,72,ATL,26.732375085557837,99.9,0.1,1.0,749.0,0.0,1,0.0
11266,Rudy Gobert,2019-03-23,2019,73,CHI,26.7378507871321,99.9,0.0,2.0,589.0,0.0,0,0.0
11267,Rudy Gobert,2019-03-25,2019,74,PHX,26.74332648870637,99.9,0.0,2.0,1259.0,1.0,0,0.0
11268,Rudy Gobert,2019-03-27,2019,75,LAL,26.748802190280628,99.9,0.0,2.0,0.0,1.0,0,0.0
